StockCode,Description,total_revenue,total_quantity_sold,total_transactions,Revenue_per_Transaction,first_sale_date,last_sale_date,product_lifetime_days,Lifetime_Tier,days_since_last_sale,Activity_Status,is_churned,Churn_Status,segment,Revenue_Tier
,3 pink hen+chicks in basket,99.86,88,8,12.4825,2010-02-02 10:47:00,2010-03-28 14:18:00,54,Short,256,Inactive,1,Churned,Churned,Low
90164A,pink rosebud pearl bracelet,99.72,13,11,9.065454545454545,2009-12-04 09:43:00,2010-11-26 11:20:00,357,Medium,13,Active,0,Active,Weak,Low
90214C,"letter ""c"" bling key ring",99.51,85,41,2.4270731707317075,2009-12-03 12:40:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Low
79051A,smokey grey colour d.o.f. glass,99.43,120,15,6.628666666666667,2009-12-02 14:43:00,2010-12-06 12:55:00,368,Medium,3,Active,0,Active,Weak,Low
,multicolour dots plate,99.02,692,6,16.503333333333334,2009-12-22 09:52:00,2010-08-31 15:36:00,252,Medium,100,Inactive,1,Churned,Churned,Low
,"ribbon reel, making snowmen",99.0,60,5,19.8,2010-09-16 12:20:00,2010-10-08 12:08:00,21,Short,62,Inactive,1,Churned,Churned,Low
,vintage silver tinsel reel,98.9,23,9,10.988888888888889,2009-12-01 14:28:00,2009-12-16 11:57:00,14,Short,358,Inactive,1,Churned,Churned,Low
,french blue metal door sign 3,98.88,66,24,4.12,2010-11-08 09:20:00,2010-12-08 14:25:00,30,Short,1,Active,0,Active,Weak,Low
,"number tile cottage garden, no",98.72,45,5,19.744,2010-10-18 09:36:00,2010-11-04 18:42:00,17,Short,35,At Risk,0,Active,At Risk,Low
84705D,cherry blossom photo frame,97.9,22,14,6.992857142857143,2009-12-02 15:04:00,2010-07-12 10:54:00,221,Medium,150,Inactive,1,Churned,Churned,Low
90160A,purple boudicca large bracelet,97.57000000000001,14,10,9.757000000000001,2010-01-13 17:44:00,2010-10-24 14:45:00,283,Medium,46,At Risk,0,Active,At Risk,Low
,blue shell+silver necklace,97.5,13,8,12.1875,2009-12-06 13:29:00,2010-09-24 12:43:00,291,Medium,76,Inactive,1,Churned,Churned,Low
,baking mould chocolate cupcakes,96.9,38,4,24.225,2010-12-08 10:40:00,2010-12-08 16:34:00,0,Short,1,Active,0,Active,Weak,Low
90214M,"letter ""m"" bling key ring",96.35,85,39,2.47051282051282,2009-12-06 12:07:00,2010-12-08 14:25:00,367,Medium,1,Active,0,Active,Weak,Low
90040C,murano style glass bracelet gold,96.14,27,12,8.011666666666667,2009-12-04 16:23:00,2010-12-08 14:25:00,368,Medium,1,Active,0,Active,Weak,Low
90058A,crystal stud earrings clear display,95.75999999999999,252,6,15.959999999999999,2009-12-10 14:13:00,2010-08-25 12:55:00,257,Medium,106,Inactive,1,Churned,Churned,Low
,50cm metal string with  7 clips,95.74,102,22,4.351818181818182,2009-12-03 14:39:00,2010-12-06 16:57:00,368,Medium,3,Active,0,Active,Weak,Low
,door mat kiss my.......,95.15,13,8,11.89375,2009-12-18 12:33:00,2010-06-13 14:40:00,177,Medium,179,Inactive,1,Churned,Churned,Low
,red polkadot beaker,95.10999999999999,55,3,31.70333333333333,2010-10-18 08:42:00,2010-11-24 14:29:00,37,Short,15,Active,0,Active,Weak,Low
84926A,wake up cockerel tile coaster,95.07,69,19,5.003684210526315,2010-03-03 12:34:00,2010-12-06 11:38:00,277,Medium,3,Active,0,Active,Weak,Low
72606A,brown antique cube candle,94.92,226,18,5.273333333333333,2010-01-11 13:24:00,2010-10-05 13:12:00,266,Medium,65,Inactive,1,Churned,Churned,Low
84660A,white stitched wall clock,94.67,20,12,7.889166666666667,2009-12-18 17:15:00,2010-11-22 15:00:00,338,Medium,17,Active,0,Active,Weak,Low
84927F,psychedelic tile hook,94.58,37,19,4.977894736842106,2009-12-16 14:59:00,2010-12-03 11:36:00,351,Medium,6,Active,0,Active,Weak,Low
,red retrospot tape,94.53,133,23,4.11,2010-10-05 12:37:00,2010-12-09 14:09:00,65,Short,0,Active,0,Active,Weak,Low
,gold cosmetic bag pink star,94.5,45,15,6.3,2009-12-03 17:46:00,2010-12-06 12:55:00,367,Medium,3,Active,0,Active,Weak,Low
90190B,gold/amber drop earrings w leaf,94.4,32,8,11.8,2009-12-03 13:49:00,2010-10-11 09:18:00,311,Medium,59,At Risk,0,Active,At Risk,Low
,green polkadot cup,94.35,111,10,9.434999999999999,2010-09-30 12:38:00,2010-10-12 12:59:00,12,Short,58,At Risk,0,Active,At Risk,Low
,mirrored wall art gents,94.21,44,21,4.486190476190476,2009-12-08 15:49:00,2010-12-07 18:36:00,364,Medium,2,Active,0,Active,Weak,Low
90063B,black vint art dec crystal necklace,93.85,11,8,11.73125,2009-12-03 14:39:00,2010-11-28 13:53:00,359,Medium,11,Active,0,Active,Weak,Low
84926D,la palmiera tile coaster,93.82,68,14,6.701428571428571,2009-12-04 13:41:00,2010-12-06 11:38:00,366,Medium,3,Active,0,Active,Weak,Low
,easter bunny with basket on back,93.58,122,30,3.119333333333333,2010-01-24 14:57:00,2010-03-31 14:31:00,65,Short,253,Inactive,1,Churned,Churned,Low
,house shape pencil sharpener,93.53,310,29,3.2251724137931035,2009-12-06 11:13:00,2010-12-07 15:28:00,366,Medium,2,Active,0,Active,Weak,Low
,set/6 posies paper cups,93.51,119,16,5.844375,2010-01-25 15:42:00,2010-10-22 13:27:00,269,Medium,48,At Risk,0,Active,At Risk,Low
81950B,flower blue clock w/sucker,93.1,100,26,3.5807692307692305,2009-12-03 17:57:00,2010-11-28 15:31:00,359,Medium,11,Active,0,Active,Weak,Low
35610A,pink christmas flock droplet,92.92,134,10,9.292,2009-12-07 17:56:00,2010-12-01 14:32:00,358,Medium,8,Active,0,Active,Weak,Low
,ruby drop chandelier earrings,92.89,23,16,5.805625,2009-12-02 13:57:00,2010-11-22 11:37:00,354,Medium,17,Active,0,Active,Weak,Low
84753A,pink eau de cologne bottle,92.16999999999999,97,24,3.840416666666666,2009-12-04 15:30:00,2010-02-19 12:34:00,76,Short,293,Inactive,1,Churned,Churned,Low
,glow in dark dolphins,92.10000000000001,416,38,2.423684210526316,2009-12-01 16:17:00,2010-11-17 14:31:00,350,Medium,22,Active,0,Active,Weak,Low
,gold jewelery box,92.00000000000001,20,3,30.66666666666667,2009-12-09 14:01:00,2010-02-11 15:02:00,64,Short,301,Inactive,1,Churned,Churned,Low
,magic garden felt garland,92.0,24,9,10.222222222222221,2010-11-26 11:20:00,2010-12-09 14:09:00,13,Short,0,Active,0,Active,Weak,Low
84927A,wake up cockerel tile hook,91.37,177,16,5.710625,2010-02-03 17:04:00,2010-12-03 11:36:00,302,Medium,6,Active,0,Active,Weak,Low
90214E,"letter ""e"" bling key ring",91.17999999999999,76,41,2.22390243902439,2009-12-10 14:07:00,2010-12-08 14:25:00,363,Medium,1,Active,0,Active,Weak,Low
84437A,s/6 pink easter decs in box,90.94999999999999,106,18,5.052777777777777,2010-01-11 09:37:00,2010-04-09 16:54:00,88,Short,244,Inactive,1,Churned,Churned,Low
81952V,round purple clock w/sucker,90.52,99,22,4.114545454545454,2009-12-02 14:36:00,2010-11-19 09:40:00,351,Medium,20,Active,0,Active,Weak,Low
84984C,oriental blue c/cover,89.59,13,8,11.19875,2009-12-09 13:25:00,2010-02-28 11:13:00,80,Short,284,Inactive,1,Churned,Churned,Low
17013C,origami lavender incense in tube,89.46000000000001,213,2,44.730000000000004,2009-12-16 12:39:00,2010-03-03 11:53:00,76,Short,281,Inactive,1,Churned,Churned,Low
47578A,english rose small scented flower,89.25,102,25,3.57,2009-12-02 15:04:00,2010-12-09 16:57:00,372,Medium,0,Active,0,Active,Weak,Low
,pink dolly hair clips,89.15,82,19,4.692105263157895,2009-12-07 11:05:00,2010-11-14 16:32:00,342,Medium,25,Active,0,Active,Weak,Low
,new england egg warmer,89.12,138,32,2.785,2009-12-01 14:28:00,2010-06-25 15:13:00,206,Medium,167,Inactive,1,Churned,Churned,Low
90199A,5 strand glass necklace black,88.94,14,12,7.411666666666666,2009-12-16 11:39:00,2010-12-06 09:58:00,354,Medium,3,Active,0,Active,Weak,Low
,vip luggage tag,88.75,71,26,3.4134615384615383,2009-12-01 11:51:00,2010-08-01 12:02:00,243,Medium,130,Inactive,1,Churned,Churned,Low
,polkadot coffee cup & saucer pink,88.61,19,8,11.07625,2010-10-14 17:51:00,2010-11-29 13:42:00,45,Short,10,Active,0,Active,Weak,Low
,purple frangipani hairclip,88.27,105,39,2.263333333333333,2010-06-21 13:04:00,2010-12-08 14:25:00,170,Medium,1,Active,0,Active,Weak,Low
,vintage bead pink scarf,87.91,9,6,14.651666666666666,2009-12-02 10:02:00,2010-12-06 09:58:00,368,Medium,3,Active,0,Active,Weak,Low
,white 3 frame birds and tree,87.8,4,3,29.266666666666666,2010-02-22 13:19:00,2010-08-18 14:43:00,177,Medium,113,Inactive,1,Churned,Churned,Low
,manhattan canvas art picture,87.8,20,2,43.9,2009-12-03 15:50:00,2009-12-04 15:26:00,0,Short,370,Inactive,1,Churned,Churned,Low
90039D,fire polished glass bracelet green,87.78,23,16,5.48625,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Low
,french blue metal door sign no,87.59,63,19,4.61,2010-11-11 11:18:00,2010-12-07 15:28:00,26,Short,2,Active,0,Active,Weak,Low
84891B,green wire goblet candleholder,87.45,11,6,14.575000000000001,2010-05-30 13:02:00,2010-11-18 14:25:00,172,Medium,21,Active,0,Active,Weak,Low
37462B,"pet mug, budgie",87.28,170,32,2.7275,2009-12-01 14:28:00,2010-10-12 15:20:00,315,Medium,58,At Risk,0,Active,At Risk,Low
35822B,"acrylic bead chain, blue",87.02,229,1,87.02,2010-01-27 12:39:00,2010-01-27 12:39:00,0,Short,316,Inactive,1,Churned,Churned,Low
,crystal key+lock phone charm,86.69999999999999,101,14,6.192857142857142,2009-12-01 12:56:00,2010-11-25 13:32:00,359,Medium,14,Active,0,Active,Weak,Low
84424A,four picture white glass frame,86.25,23,10,8.625,2010-06-09 11:28:00,2010-10-24 15:51:00,137,Medium,46,At Risk,0,Active,At Risk,Low
35819B,"acrylic hanging jewel,blue",86.25,117,8,10.78125,2009-12-14 18:03:00,2010-11-11 15:37:00,331,Medium,28,Active,0,Active,Weak,Low
79144C,painted lightbulb rainbow design,86.22,159,49,1.7595918367346939,2009-12-14 17:57:00,2010-12-09 14:09:00,359,Medium,0,Active,0,Active,Weak,Low
84531B,blue knitted egg cosy,86.2,43,16,5.3875,2009-12-07 18:02:00,2010-12-05 16:41:00,362,Medium,4,Active,0,Active,Weak,Low
gift_0001_50,dotcomgiftshop gift voucher £50.00,86.03,2,2,43.015,2009-12-18 17:15:00,2010-10-07 10:23:00,292,Medium,63,Inactive,1,Churned,Churned,Low
35271S,gold print paper bag,85.97,420,20,4.2985,2009-12-05 13:29:00,2010-12-02 13:49:00,362,Medium,7,Active,0,Active,Weak,Low
,blue crystal boot phone charm,85.85,101,9,9.538888888888888,2009-12-01 12:56:00,2010-08-09 14:53:00,251,Medium,122,Inactive,1,Churned,Churned,Low
90059A,diamante hair grip pack/2 crystal,85.83,51,23,3.7317391304347827,2009-12-02 14:43:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Low
90162B,ant silver lime green boudicca ring,85.55,29,11,7.777272727272727,2010-03-01 13:10:00,2010-12-05 11:03:00,278,Medium,4,Active,0,Active,Weak,Low
,wobbling metal chicken easter,85.53,93,18,4.751666666666667,2009-12-07 11:46:00,2010-04-09 16:54:00,123,Medium,244,Inactive,1,Churned,Churned,Low
,pink & white rosebud ring,85.14,20,17,5.008235294117647,2009-12-08 15:49:00,2010-12-01 17:06:00,358,Medium,8,Active,0,Active,Weak,Low
84661C,pink square table clock,85.03,81,13,6.5407692307692304,2009-12-04 09:43:00,2010-11-24 09:55:00,355,Medium,15,Active,0,Active,Weak,Low
,fruit salad bag charm,85.02,44,20,4.2509999999999994,2010-02-02 11:40:00,2010-12-07 15:28:00,308,Medium,2,Active,0,Active,Weak,Low
16248B,blue hole punch,85.0,68,5,17.0,2010-09-20 12:54:00,2010-11-21 13:53:00,62,Short,18,Active,0,Active,Weak,Low
,"dog food container , vintage",85.0,10,3,28.333333333333332,2010-10-18 11:28:00,2010-11-10 10:00:00,22,Short,29,Active,0,Active,Weak,Low
35838B,s/6 silver ornamenetal candle,85.0,100,23,3.6956521739130435,2009-12-09 14:30:00,2010-09-28 11:35:00,292,Medium,72,Inactive,1,Churned,Churned,Low
17027A,incense bazaar cannabis,84.84,228,2,42.42,2010-02-04 13:47:00,2010-03-10 11:21:00,33,Short,274,Inactive,1,Churned,Churned,Low
46775B,berries chunky knitted throw,84.75,5,4,21.1875,2009-12-02 15:01:00,2009-12-10 12:30:00,7,Short,364,Inactive,1,Churned,Churned,Low
,teatime pencil w stamp asst,84.69,941,4,21.1725,2009-12-10 15:45:00,2010-06-09 13:08:00,180,Medium,183,Inactive,1,Churned,Churned,Low
,red pudding spoon,84.44,197,19,4.444210526315789,2009-12-07 13:59:00,2010-11-24 14:49:00,352,Medium,15,Active,0,Active,Weak,Low
90165B,white rosebud  pearl earrings,84.22,33,17,4.9541176470588235,2009-12-04 09:43:00,2010-11-29 16:45:00,360,Medium,10,Active,0,Active,Weak,Low
35911B,pink/flower rabbit egg warmer,84.0,40,9,9.333333333333334,2009-12-11 16:11:00,2010-10-25 15:57:00,317,Medium,45,At Risk,0,Active,At Risk,Low
84251F,"greeting card, rita",83.97,341,50,1.6794,2009-12-01 12:20:00,2010-09-20 15:32:00,293,Medium,80,Inactive,1,Churned,Churned,Low
90179C,black fine bead necklace w tassel,83.29,14,11,7.571818181818182,2010-06-15 16:17:00,2010-12-06 12:47:00,173,Medium,3,Active,0,Active,Weak,Low
,yellow giant garden thermometer,83.27,13,6,13.878333333333332,2010-11-22 14:39:00,2010-12-02 14:26:00,9,Short,7,Active,0,Active,Weak,Low
,old doc.russel metal sign,82.94,41,24,3.455833333333333,2009-12-02 14:43:00,2010-01-20 17:50:00,49,Short,323,Inactive,1,Churned,Churned,Low
79144B,painted lightbulb star+ moon,82.84,178,42,1.9723809523809526,2009-12-04 12:37:00,2010-12-09 14:09:00,370,Medium,0,Active,0,Active,Weak,Low
90190A,silver/crystal drop earrings w leaf,82.83000000000001,28,21,3.944285714285715,2009-12-02 13:57:00,2010-11-29 12:03:00,361,Medium,10,Active,0,Active,Weak,Low
90002B,flower burst silver ring rose,82.74,22,11,7.5218181818181815,2009-12-02 13:57:00,2010-10-25 16:57:00,327,Medium,45,At Risk,0,Active,At Risk,Low
84926F,psychedelic tile coaster,82.68,54,14,5.905714285714287,2009-12-04 09:43:00,2010-11-15 13:56:00,346,Medium,24,Active,0,Active,Weak,Low
90162C,ant silver fuschia boudicca ring,82.60000000000001,28,9,9.177777777777779,2010-03-01 13:10:00,2010-11-25 12:56:00,268,Medium,14,Active,0,Active,Weak,Low
,cupid scented candle in glass,82.5,50,10,8.25,2010-01-31 14:25:00,2010-11-29 17:19:00,302,Medium,10,Active,0,Active,Weak,Low
,set 5 mini chocolate fridge magnets,82.44,108,3,27.48,2009-12-15 10:02:00,2010-02-15 11:57:00,62,Short,297,Inactive,1,Churned,Churned,Low
,assorted easter gift tags,82.42,85,5,16.484,2010-10-05 09:43:00,2010-11-25 14:25:00,51,Short,14,Active,0,Active,Weak,Low
,pink/yellow patch cushion cover,82.34,8,5,16.468,2009-12-02 14:43:00,2010-02-09 16:01:00,69,Short,303,Inactive,1,Churned,Churned,Low
,herb marker thyme,81.88,98,26,3.149230769230769,2010-11-21 16:11:00,2010-12-09 14:09:00,17,Short,0,Active,0,Active,Weak,Low
,"feltcraft hairband s/2, pink/purple",81.6,96,8,10.2,2010-03-10 12:39:00,2010-07-07 09:41:00,118,Medium,155,Inactive,1,Churned,Churned,Low
,wooden tree christmas scandispot,81.6,96,3,27.2,2010-07-18 12:19:00,2010-09-16 10:19:00,59,Short,84,Inactive,1,Churned,Churned,Low
,herb marker parsley,81.52,99,25,3.2607999999999997,2010-11-21 16:11:00,2010-12-09 14:09:00,17,Short,0,Active,0,Active,Weak,Low
84951B,set of 4 black lovebird coasters,81.39999999999999,27,11,7.3999999999999995,2010-02-25 13:23:00,2010-11-15 09:32:00,262,Medium,24,Active,0,Active,Weak,Low
,set/6 black rose t-light candles,81.12,48,15,5.408,2009-12-02 13:06:00,2010-05-05 12:42:00,153,Medium,218,Inactive,1,Churned,Churned,Low
,filigree diamante earrings,80.96000000000001,19,13,6.227692307692308,2009-12-01 11:37:00,2010-12-07 18:36:00,371,Medium,2,Active,0,Active,Weak,Low
,herb marker basil,80.87,98,25,3.2348000000000003,2010-11-21 16:11:00,2010-12-09 14:09:00,17,Short,0,Active,0,Active,Weak,Low
90018B,gold m.o.p orbit drop earrings,80.82000000000001,19,16,5.0512500000000005,2009-12-02 14:36:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Low
71496A,a4 wall tidy blue office,80.81,133,8,10.10125,2010-03-01 10:14:00,2010-12-08 13:53:00,282,Medium,1,Active,0,Active,Weak,Low
90121B,vintage rose bead bracelet blue,80.75,19,9,8.972222222222221,2009-12-01 10:59:00,2010-01-28 15:17:00,58,Short,315,Inactive,1,Churned,Churned,Low
,magic slate circus parade,80.64,192,4,20.16,2010-04-23 11:46:00,2010-07-08 14:06:00,76,Short,154,Inactive,1,Churned,Churned,Low
,magic slate dolly girl,80.64,192,4,20.16,2010-04-08 10:52:00,2010-06-18 13:22:00,71,Short,174,Inactive,1,Churned,Churned,Low
84596I,wrap sweets light pink small bowl,80.62,72,10,8.062000000000001,2010-02-19 18:04:00,2010-04-11 13:01:00,50,Short,242,Inactive,1,Churned,Churned,Low
17011E,origami opium scent incense+flower,80.60000000000001,124,1,80.60000000000001,2009-12-16 12:39:00,2009-12-16 12:39:00,0,Short,358,Inactive,1,Churned,Churned,Low
,party pizza dish green retrospot,80.50999999999999,89,19,4.237368421052631,2010-04-23 11:44:00,2010-10-12 08:08:00,171,Medium,58,At Risk,0,Active,At Risk,Low
,french blue metal door sign 4,80.07,62,19,4.214210526315789,2010-11-05 11:32:00,2010-12-09 17:27:00,34,Short,0,Active,0,Active,Weak,Low
,french blue metal door sign 5,80.05,60,15,5.336666666666667,2010-11-08 15:02:00,2010-12-07 11:48:00,28,Short,2,Active,0,Active,Weak,Low
90130B,turq stone/crystal earrings,80.03999999999999,27,20,4.002,2009-12-04 16:27:00,2010-12-07 18:36:00,368,Medium,2,Active,0,Active,Weak,Low
90038A,glass and painted beads bracelet to,79.65,21,12,6.6375,2009-12-07 18:02:00,2010-11-12 09:18:00,339,Medium,27,Active,0,Active,Weak,Low
,pink crystal skull phone charm,79.61999999999999,85,18,4.423333333333333,2009-12-03 18:23:00,2010-12-08 14:25:00,369,Medium,1,Active,0,Active,Weak,Low
84795E,rio pink stripe hammock,79.5,10,5,15.9,2009-12-02 13:20:00,2010-08-01 14:18:00,242,Medium,130,Inactive,1,Churned,Churned,Low
,ivory gold metal bag charm,79.47,15,3,26.49,2010-05-23 12:46:00,2010-11-15 17:04:00,176,Medium,24,Active,0,Active,Weak,Low
90003C,midnight blue pair heart hair slide,79.32,21,13,6.101538461538461,2009-12-01 10:49:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,Low
,strawberry cake teapot,79.2,16,4,19.8,2010-05-18 10:34:00,2010-06-29 09:32:00,41,Short,163,Inactive,1,Churned,Churned,Low
84751B,black medium glass cake stand,78.75,21,11,7.159090909090909,2010-02-23 13:55:00,2010-11-24 12:52:00,273,Medium,15,Active,0,Active,Weak,Low
,white/pink mini crystals necklace,78.73,15,11,7.157272727272727,2009-12-10 16:21:00,2010-12-01 17:06:00,356,Medium,8,Active,0,Active,Weak,Low
,party pizza dish pink white spot,78.72999999999999,75,19,4.143684210526315,2009-12-03 12:31:00,2010-04-21 10:58:00,138,Medium,232,Inactive,1,Churned,Churned,Low
,necklace+bracelet set blue hibiscus,78.69,22,12,6.5575,2009-12-07 13:35:00,2010-12-07 15:28:00,365,Medium,2,Active,0,Active,Weak,Low
,party pizza dish pink polkadot,78.69,84,14,5.6207142857142856,2010-10-07 10:39:00,2010-12-06 09:58:00,59,Short,3,Active,0,Active,Weak,Low
79026B,"s/4 icon coaster,elvis lives",78.64,44,28,2.8085714285714287,2009-12-01 14:28:00,2010-11-03 14:55:00,337,Medium,36,At Risk,0,Active,At Risk,Low
,small blue provencal ceramic ball,78.22,37,13,6.016923076923077,2009-12-09 13:00:00,2010-11-21 15:56:00,347,Medium,18,Active,0,Active,Weak,Low
,herb marker rosemary,78.2,97,25,3.128,2010-11-21 11:03:00,2010-12-09 14:09:00,18,Short,0,Active,0,Active,Weak,Low
,pink star christmas decoration,78.11999999999999,156,15,5.207999999999999,2009-12-01 12:56:00,2010-11-12 14:05:00,346,Medium,27,Active,0,Active,Weak,Low
,set of 3 rabbit carrots easter,77.96,85,20,3.8979999999999997,2010-01-11 09:35:00,2010-04-09 16:54:00,88,Short,244,Inactive,1,Churned,Churned,Low
,columbian  cube candle,77.89,235,19,4.099473684210526,2009-12-13 11:49:00,2010-12-01 17:06:00,353,Medium,8,Active,0,Active,Weak,Low
90125A,pink bertie glass bead bag charm,77.73,34,8,9.71625,2009-12-01 12:56:00,2010-11-15 09:32:00,348,Medium,24,Active,0,Active,Weak,Low
17090D,vanilla incense 40 cones in tin,77.7,66,18,4.316666666666666,2009-12-13 11:34:00,2010-12-05 15:12:00,357,Medium,4,Active,0,Active,Weak,Low
90019B,gold m.o.p orbit bracelet,77.61,15,11,7.055454545454546,2010-01-20 17:50:00,2010-12-01 17:06:00,314,Medium,8,Active,0,Active,Weak,Low
,wise man star shape egg pan,77.55,47,17,4.561764705882353,2009-12-01 12:13:00,2010-12-07 14:30:00,371,Medium,2,Active,0,Active,Weak,Low
90123C,green heart of glass bracelet,77.46000000000001,13,6,12.910000000000002,2009-12-23 15:30:00,2010-08-08 12:11:00,227,Medium,123,Inactive,1,Churned,Churned,Low
,distressed candle stick white,77.35,13,3,25.78333333333333,2009-12-03 12:10:00,2009-12-20 11:25:00,16,Short,354,Inactive,1,Churned,Churned,Low
90202D,pink enamel flower hair tie,77.03000000000002,26,13,5.925384615384616,2009-12-15 18:33:00,2010-11-05 11:58:00,324,Medium,34,At Risk,0,Active,At Risk,Low
,dad's cab electronic meter,76.95,9,9,8.55,2009-12-02 14:43:00,2010-12-07 15:28:00,370,Medium,2,Active,0,Active,Weak,Low
84425A,white glass tv triple frame,76.6,18,9,8.511111111111111,2009-12-04 12:07:00,2010-05-13 15:41:00,160,Medium,210,Inactive,1,Churned,Churned,Low
90063A,white vint art deco crystal necklac,76.48,9,5,15.296000000000001,2010-06-17 11:57:00,2010-10-11 15:08:00,116,Medium,59,At Risk,0,Active,At Risk,Low
90026A,glass bead hoop necklace black,76.47,9,8,9.55875,2010-03-19 11:39:00,2010-10-24 14:11:00,219,Medium,46,At Risk,0,Active,At Risk,Low
84874B,blue travel first aid kit,75.89999999999999,46,23,3.3,2009-12-02 13:26:00,2010-12-05 12:53:00,367,Medium,4,Active,0,Active,Weak,Low
,square metal candleholder base,75.53,125,9,8.392222222222223,2009-12-17 16:38:00,2010-11-16 07:52:00,333,Medium,23,Active,0,Active,Weak,Low
,mirrored wall art splodges,75.24,34,8,9.405,2009-12-23 12:07:00,2010-12-01 15:15:00,343,Medium,8,Active,0,Active,Weak,Low
,"ass retrospoof mugs,sports",75.0,143,6,12.5,2009-12-13 15:55:00,2009-12-22 12:01:00,8,Short,352,Inactive,1,Churned,Churned,Low
16161E,wrap boudoir,75.0,750,9,8.333333333333334,2009-12-07 13:48:00,2010-02-22 17:10:00,77,Short,290,Inactive,1,Churned,Churned,Low
,pair of enamel butterfly hairclip,74.95,22,20,3.7475,2009-12-07 17:56:00,2010-12-02 13:49:00,359,Medium,7,Active,0,Active,Weak,Low
,enchanted garden wrought iron table,74.75,5,4,18.6875,2010-05-16 15:33:00,2010-06-06 15:07:00,20,Short,186,Inactive,1,Churned,Churned,Low
,vintage pink tinsel reel,74.6,24,10,7.459999999999999,2009-12-02 14:43:00,2009-12-18 17:06:00,16,Short,356,Inactive,1,Churned,Churned,Low
84613A,pink new baroque flock candlestick,74.4,16,7,10.62857142857143,2010-02-23 09:54:00,2010-11-29 15:36:00,279,Medium,10,Active,0,Active,Weak,Low
,l blue c/cover w pink/yellow flower,74.31,8,4,18.5775,2009-12-09 13:25:00,2010-02-10 18:02:00,63,Short,302,Inactive,1,Churned,Churned,Low
,2 daisies hair comb,74.16,25,13,5.704615384615384,2009-12-01 11:37:00,2010-12-07 15:28:00,371,Medium,2,Active,0,Active,Weak,Low
90205C,large crystal diamante hairslide,74.10000000000001,49,9,8.233333333333334,2009-12-09 09:42:00,2010-11-04 14:49:00,330,Medium,35,At Risk,0,Active,At Risk,Low
,necklace+bracelet set pink daisy,73.95,29,11,6.722727272727273,2009-12-07 13:35:00,2010-11-30 12:29:00,357,Medium,9,Active,0,Active,Weak,Low
S,samples,73.8,1,1,73.8,2010-04-30 14:49:00,2010-04-30 14:49:00,0,Short,223,Inactive,1,Churned,Churned,Low
,s/6 sew on crochet flowers,73.76,58,17,4.338823529411765,2009-12-07 15:15:00,2010-12-07 15:28:00,365,Medium,2,Active,0,Active,Weak,Low
,tropical holiday purse,73.75,25,13,5.673076923076923,2009-12-15 13:40:00,2010-11-08 12:28:00,327,Medium,31,At Risk,0,Active,At Risk,Low
,blue polkadot passport cover,73.63,23,21,3.506190476190476,2010-10-01 13:30:00,2010-12-07 15:34:00,67,Short,2,Active,0,Active,Weak,Low
,6 rabbit chain easter,72.42,69,19,3.811578947368421,2010-01-27 16:41:00,2010-03-23 12:11:00,54,Short,261,Inactive,1,Churned,Churned,Low
,herb marker chives,72.42,85,24,3.0175,2010-11-21 16:11:00,2010-12-09 14:09:00,17,Short,0,Active,0,Active,Weak,Low
84427B,black glass tv double p/frame 15x10,72.25,17,5,14.45,2009-12-04 14:37:00,2010-03-07 15:47:00,93,Short,277,Inactive,1,Churned,Churned,Low
,silver lariat black stone earrings,72.21,17,12,6.017499999999999,2009-12-10 14:19:00,2010-12-01 14:32:00,356,Medium,8,Active,0,Active,Weak,Low
,party pizza dish blue polkadot,72.05,80,13,5.542307692307692,2010-10-07 10:39:00,2010-12-06 09:58:00,59,Short,3,Active,0,Active,Weak,Low
,cerise+gold christmas stocking dec,71.44,188,17,4.20235294117647,2009-12-15 17:25:00,2010-10-18 17:11:00,306,Medium,52,At Risk,0,Active,At Risk,Low
84925C,fairy cakes  wall thermometer,71.39999999999999,28,10,7.139999999999999,2009-12-02 12:06:00,2010-05-11 12:10:00,160,Medium,212,Inactive,1,Churned,Churned,Low
,new england mug w gift box,71.39999999999999,28,14,5.1,2010-03-22 14:30:00,2010-12-06 11:01:00,258,Medium,3,Active,0,Active,Weak,Low
44242B,pink feathers curtain,71.25,57,6,11.875,2009-12-06 12:07:00,2010-11-16 07:52:00,344,Medium,23,Active,0,Active,Weak,Low
,little pink monster soft toy,71.1,30,13,5.4692307692307685,2010-01-17 13:29:00,2010-11-04 12:27:00,290,Medium,35,At Risk,0,Active,At Risk,Low
16256C,hearts pencil/rubber+5 mini pencils,70.98,169,10,7.098000000000001,2009-12-13 15:17:00,2010-05-23 13:16:00,160,Medium,200,Inactive,1,Churned,Churned,Low
,pink butterfly c/cover,70.82,10,6,11.803333333333333,2009-12-16 15:48:00,2010-02-19 18:04:00,65,Short,293,Inactive,1,Churned,Churned,Low
90162A,ant silver turquoise boudicca ring,70.8,24,10,7.08,2010-01-24 12:15:00,2010-07-29 19:56:00,186,Medium,133,Inactive,1,Churned,Churned,Low
